"GMYC_spec" "sample_name"
"46" 14 "KY749440.1_Brachionus_budapestinensis_isolate_DUL75AR_cytochrome_oxidase_subunit_I_COI_gene_partial_cds_mitochondrial"
"47" 14 "NZPLR256_13|Brachionus_budapestanensis"
"48" 15 "NZPLR181_12|Platyias_quadricornis"
"49" 15 "NZPLR001_10|Platyias_quadricornis"
"50" 16 "GBSP15494_19|Brachionus_quadridentatus|COI_5P|KY749407"
"51" 16 "NZPL494_11|Brachionus_quadridentatus"
"52" 16 "GBMIN140181_18|Brachionus_quadridentatus|COI_5P|KY749410"
"53" 16 "NZPLR177_12|Brachionus_quadridentatus"
"54" 16 "NZPL501_12|Brachionus_quadridentatus"
"55" 17 "NZPLR017_11|Brachionus_quadridentatus"
"56" 17 "NZPL544_12|Brachionus_quadridentatus"
"57" 18 "NZPL543_12|Brachionus_calyciflorus"
"58" 18 "NZPLR223_13|Brachionus_calyciflorus"
"59" 18 "NZPLR224_13|Brachionus_calyciflorus"
"60" 18 "NZPLR010_11|Brachionus_calyciflorus"
"61" 19 "NZPLR014_11|Brachionus_calyciflorus"
"62" 19 "GBSP15159_19|Brachionus_calyciflorus|COI_5P|KT730031"
"63" 20 "NZPL499_12|Brachionus_angularis"
"64" 20 "NZPL500_12|Brachionus_angularis"
"65" 20 "NZPLR176_12|Brachionus_angularis"
"66" 21 "NZPLR051_11|Brachionus_angularis"
"67" 21 "NZPLR200_12|Brachionus_angularis"
"68" 21 "NZPLR199_12|Brachionus_angularis"
"69" 22 "NZPL556_12|Ascomorpha_ovalis"
"70" 22 "NZPL557_12|Ascomorpha_ovalis"
"71" 23 "GBSP10086_13|Ascomorpha_ovalis|COI_5P|KC618804"
"72" 23 "GBSP10093_13|Ascomorpha_ovalis|COI_5P|KC618797"
"73" 24 "NZPL893_17|Polyarthra_dolichoptera"
"74" 24 "NZPL892_17|Polyarthra_dolichoptera"
"75" 25 "NZPL904_17|Polyarthra_dolichoptera"
"76" 25 "NZPL920_17|Polyarthra_dolichoptera"
"77" 25 "NZPL929_17|Polyarthra_dolichoptera"
"78" 25 "NZPL932_17|Polyarthra_dolichoptera"
"79" 25 "NZPL930_17|Polyarthra_dolichoptera"
"80" 26 "NZPL912_17|Polyarthra_dolichoptera"
"81" 26 "NZPL923_17|Polyarthra_dolichoptera"
"82" 26 "NZPL927_17|Polyarthra_dolichoptera"
"83" 26 "NZPL921_17|Polyarthra_dolichoptera"
"84" 26 "NZPL867_17|Polyarthra_dolichoptera"
"85" 26 "NZPL913_17|Polyarthra_dolichoptera"
"86" 26 "NZPL909_17|Polyarthra_dolichoptera"
"87" 26 "NZPL908_17|Polyarthra_dolichoptera"
"88" 26 "NZPL905_17|Polyarthra_dolichoptera"
"89" 26 "NZPL926_17|Polyarthra_dolichoptera"
"90" 26 "NZPL931_17|Polyarthra_dolichoptera"
"91" 27 "NZPL918_17|Polyarthra_dolichoptera"
"92" 27 "NZPL910_17|Polyarthra_dolichoptera"
"93" 27 "NZPL914_17|Polyarthra_dolichoptera"
"94" 28 "NZPL919_17|Polyarthra_dolichoptera"
"95" 28 "NZPL906_17|Polyarthra_dolichoptera"
"96" 28 "NZPL928_17|Polyarthra_dolichoptera"
"97" 28 "NZPL933_17|Polyarthra_dolichoptera"
"98" 29 "NZPL915_17|Polyarthra_dolichoptera"
"99" 29 "NZPL925_17|Polyarthra_dolichoptera"
"100" 30 "NZPL887_17|Polyarthra_dolichoptera"
"101" 30 "NZPL896_17|Polyarthra_dolichoptera"
"102" 31 "NZPL885_17|Polyarthra_dolichoptera"
"103" 31 "NZPL889_17|Polyarthra_dolichoptera"
"104" 31 "NZPL900_17|Polyarthra_dolichoptera"
"105" 31 "NZPL898_17|Polyarthra_dolichoptera"
"106" 32 "NZPL890_17|Polyarthra_dolichoptera"
"107" 32 "NZPL886_17|Polyarthra_dolichoptera"
"108" 32 "NZPL903_17|Polyarthra_dolichoptera"
"109" 32 "NZPL902_17|Polyarthra_dolichoptera"
"110" 32 "NZPL888_17|Polyarthra_dolichoptera"
"111" 32 "NZPL899_17|Polyarthra_dolichoptera"
"112" 32 "NZPL894_17|Polyarthra_dolichoptera"
"113" 32 "NZPL895_17|Polyarthra_dolichoptera"
"114" 32 "NZPL897_17|Polyarthra_dolichoptera"
"115" 32 "NZPL901_17|Polyarthra_dolichoptera"
"116" 32 "NZPL924_17|Polyarthra_dolichoptera"
"117" 32 "NZPL907_17|Polyarthra_dolichoptera"
"118" 33 "NZPL496_12|Polyarthra_dolichoptera"
"119" 33 "NZPLR070_11|Polyarthra_dolichoptera"
"120" 33 "NZPLR068_11|Polyarthra_dolichoptera"
"121" 34 "MZ438157.1_Polyarthra_dolichoptera_isolate_Pdol_MX_cytochrome_c_oxidase_subunit_I_COX1_gene_partial_cds_mitochondrial"
"122" 34 "MZ438155.1_Polyarthra_dolichoptera_isolate_Pdol_QX_cytochrome_c_oxidase_subunit_I_COX1_gene_partial_cds_mitochondrial"
"123" 35 "MZ438156.1_Polyarthra_dolichoptera_isolate_Pdol_HT_cytochrome_c_oxidase_subunit_I_COX1_gene_partial_cds_mitochondrial"
"124" 35 "GBMIN140378_18|Polyarthra_sp._WM_2017d|COI_5P|LC215569"
"125" 35 "GBMIN140378_18|Polyarthra_sp._WM_2017d|COI_5P|LC215569_sp._WM_2017d|COI_5P|LC215569"
"126" 36 "NZPLR205_12|Euchlanis_cf._deflexa"
"127" 36 "NZPLR206_12|Euchlanis_cf._deflexa"
"128" 37 "NZPLR232_13|Euchlanis_meneta"
"129" 37 "NZPLR233_13|Euchlanis_meneta"
"130" 38 "NZPLR045_11|Lecane_lunaris"
"131" 38 "NZPL868_17|Lecane_lunaris"
"132" 38 "NZPL864_17|Lecane_lunaris"
"133" 39 "GBSP10066_13|Keratella_cochlearis|COI_5P|KC618824"
"134" 39 "GBMIN140216_18|Keratella_cochlearis|COI_5P|KT986362"
"135" 39 "GBMIN140322_18|Keratella_cochlearis|COI_5P|KT986360"
"136" 39 "GBSP15374_19|Keratella_cochlearis|COI_5P|KT986365"
"137" 39 "GBMIN140248_18|Keratella_cochlearis|COI_5P|KT986414"
"138" 40 "GBSP15648_19|Keratella_sp._WM_2017a|COI_5P|LC215530"
"139" 40 "NZPL562_12|Keratella_cochlearis"
"140" 40 "NZPL563_12|Keratella_cochlearis"
"141" 40 "NZPLR078_11|Keratella_cochlearis"
"142" 40 "NZPL564_12|Keratella_cochlearis"
"143" 41 "GBSP15647_19|Keratella_sp._WM_2017a|COI_5P|LC215527"
"144" 41 "NZPLR111_11|Keratella_cochlearis"
"145" 41 "NZPLR108_11|Keratella_cochlearis"
"146" 41 "NZPLR039_11|Keratella_cochlearis"
"147" 41 "NZPLR109_11|Keratella_cochlearis"
"148" 42 "GBMIN140351_18|Keratella_sp._WM_2017a|COI_5P|LC215528"
"149" 42 "GBMIN140352_18|Keratella_sp._WM_2017a|COI_5P|LC215525"
"150" 42 "GBMIN140354_18|Keratella_sp._WM_2017a|COI_5P|LC215531"
"151" 42 "GBMIN140353_18|Keratella_sp._WM_2017a|COI_5P|LC215526"
"152" 42 "GBMIN140350_18|Keratella_sp._WM_2017a|COI_5P|LC215524"
"153" 43 "GBMIN140285_18|Keratella_cochlearis|COI_5P|KT986438"
"154" 43 "GBMIN140253_18|Keratella_cochlearis|COI_5P|KT986439"
"155" 43 "GBMIN140240_18|Keratella_cochlearis|COI_5P|KT986437"
"156" 44 "MZ438191.1_Keratella_tropica_isolate_Ktro_GS_cytochrome_c_oxidase_subunit_I_COX1_gene_partial_cds_mitochondrial"
"157" 44 "MZ438190.1_Keratella_tropica_isolate_Ktro_QLS_cytochrome_c_oxidase_subunit_I_COX1_gene_partial_cds_mitochondrial"
"158" 44 "MZ438189.1_Keratella_tropica_isolate_Ktro_MX_cytochrome_c_oxidase_subunit_I_COX1_gene_partial_cds_mitochondrial"
"159" 45 "GBMIN140362_18|Keratella_sp._WM_2017e|COI_5P|LC215548"
"160" 45 "GBSP15658_19|Keratella_sp._WM_2017e|COI_5P|LC215549"
"161" 46 "MZ438194.1_Keratella_tropica_isolate_Ktro_SHB_cytochrome_c_oxidase_subunit_I_COX1_gene_partial_cds_mitochondrial"
"162" 46 "MZ438193.1_Keratella_tropica_isolate_Ktro_DB_cytochrome_c_oxidase_subunit_I_COX1_gene_partial_cds_mitochondrial"
"163" 46 "GBMIN140359_18|Keratella_sp._WM_2017d|COI_5P|LC215542"
"164" 46 "GBMIN140360_18|Keratella_sp._WM_2017d|COI_5P|LC215544"
"165" 46 "GBMIN140357_18|Keratella_sp._WM_2017d|COI_5P|LC215546"
"166" 46 "GBMIN140358_18|Keratella_sp._WM_2017d|COI_5P|LC215545"
"167" 47 "MZ438195.1_Keratella_tropica_isolate_Ktro_HS_cytochrome_c_oxidase_subunit_I_COX1_gene_partial_cds_mitochondrial"
"168" 47 "MZ438192.1_Keratella_tropica_isolate_Ktro_CT_cytochrome_c_oxidase_subunit_I_COX1_gene_partial_cds_mitochondrial"
"169" 47 "MZ438196.1_Keratella_tropica_isolate_Ktro_SB_cytochrome_c_oxidase_subunit_I_COX1_gene_partial_cds_mitochondrial"
"170" 47 "NZPLR012_11|Keratella_tropica"
"171" 47 "NZPLR076_11|Keratella_tropica"
"172" 47 "NZPLR011_11|Keratella_tropica"
"173" 47 "NZPLR075_11|Keratella_tropica"
"174" 47 "NZPLR018_11|Keratella_tropica"
"175" 47 "NZPL526_12|Keratella_tropica"
"176" 48 "NZPL504_12|Keratella_procurva"
"177" 48 "NZPLR007_10|Keratella_procurva"
"178" 48 "NZPL521_12|Keratella_procurva"
"179" 48 "NZPL520_12|Keratella_procurva"
"180" 49 "NZPLR178_12|Keratella_procurva"
"181" 49 "NZPL503_12|Keratella_procurva"
"182" 50 "NZPL862_17|Lecane_bulla"
"183" 50 "NZPL863_17|Lecane_bulla"
"184" 50 "NZPL540_12|Lecane_bulla"
"185" 50 "NZPL861_17|Lecane_bulla"
"186" 51 "NZPLR194_12|Lecane_bulla"
"187" 51 "NZPLR195_12|Lecane_bulla"
"188" 51 "NZPLR193_12|Lecane_bulla"
"189" 52 "NZPLR229_13|Lecane_bulla"
"190" 52 "NZPLR227_13|Lecane_bulla"
"191" 52 "NZPLR228_13|Lecane_bulla"
"192" 53 "NZPLR185_12|Synchaeta_oblonga"
"193" 53 "NZPLR186_12|Synchaeta_oblonga"
"194" 54 "NZPLR028_11|Synchaeta_oblonga"
"195" 54 "NZPLR030_11|Synchaeta_oblonga"
"196" 55 "NZPLR252_13|Synchaeta_sp."
"197" 55 "NZPLR248_13|Synchaeta_sp."
"198" 55 "NZPLR249_13|Synchaeta_sp."
"199" 56 "NZPLR021_11|Synchaeta_pectinata"
"200" 56 "NZPLR019_11|Synchaeta_pectinata"
"201" 56 "NZPLR072_11|Synchaeta_pectinata"
"202" 56 "NZPLR074_11|Synchaeta_pectinata"
"203" 56 "NZPLR020_11|Synchaeta_pectinata"
"204" 56 "NZPLR071_11|Synchaeta_pectinata"
"205" 57 "NZPLR240_13|Lecane_hamata"
"206" 57 "NZPLR220_13|Lecane_hamata"
"207" 58 "NZPLR250_13|Trichocerca_marina"
"208" 58 "NZPLR251_13|Trichocerca_marina"
"209" 59 "NZPLR212_12|Lecane_luna"
"210" 59 "NZPL525_12|Lecane_luna"
"211" 60 "NZPLR215_13|Euchlanis_pyriformis"
"212" 60 "NZPL547_12|Euchlanis_pyriformis"
"213" 60 "NZPLR242_13|Euchlanis_pyriformis"
"214" 61 "NZPLR260_13|Ascomorpha_sp."
"215" 61 "NZPLR261_13|Ascomorpha_sp."
"216" 61 "NZPLR259_13|Ascomorpha_sp."
"217" 62 "NZPL546_12|Asplanchna_priodonta"
"218" 62 "NZPL545_12|Asplanchna_priodonta"
"219" 62 "NZPLR022_11|Asplanchna_priodonta"
"220" 62 "NZPLR024_11|Asplanchna_priodonta"
"221" 62 "NZPLR209_12|Asplanchna_priodonta"
"222" 62 "NZPL579_12|Asplanchna_priodonta"
"223" 63 "NZPL558_12|Asplanchna_priodonta"
"224" 63 "NZPL559_12|Asplanchna_priodonta"
"225" 63 "NZPL578_12|Asplanchna_priodonta"
"226" 63 "NZPL560_12|Asplanchna_priodonta"
"227" 64 "NZPLR008_11|Asplanchna_sieboldi"
"228" 64 "NZPLR222_13|Asplanchna_sieboldi"
"229" 64 "NZPLR221_13|Asplanchna_sieboldi"
"230" 64 "NZPLR016_11|Asplanchna_sieboldi"
"231" 64 "NZPLR241_13|Asplanchna_sieboldi"
"232" 64 "NZPLR371_14|Asplanchna_sieboldi"
"233" 64 "NZPLR015_11|Asplanchna_sieboldi"
"234" 65 "NZPLR006_10|Pompholyx_complanata"
"235" 65 "NZPLR392_14|Pompholyx_complanata"
"236" 65 "NZPLR391_14|Pompholyx_complanata"
"237" 66 "NZPLR416_14|Pompholyx_complanata"
"238" 66 "NZPLR413_14|Pompholyx_complanata"
"239" 66 "NZPLR414_14|Pompholyx_complanata"
"240" 67 "NZPLR202_12|Filinia_cf._terminalis"
"241" 67 "NZPLR201_12|Filinia_cf._terminalis"
"242" 68 "NZPL523_12|Filinia_longiseta"
"243" 68 "NZPL524_12|Filinia_longiseta"
"244" 68 "NZPL516_12|Filinia_longiseta"
"245" 68 "NZPL517_12|Filinia_longiseta"
"246" 69 "NZPLR262_13|Filinia_novaezelandia"
"247" 69 "NZPLR257_13|Filinia_novaezelandia"
"248" 69 "NZPLR263_13|Filinia_novaezelandia"
"249" 70 "NZPL573_12|Collotheca_sp."
"250" 70 "NZPL555_12|Collotheca_sp."
"251" 71 "NZPLR013_11|Hexarthra_intermedia"
"252" 71 "NZPLR387_14|Hexarthra_intermedia"
"253" 71 "NZPLA073_13|Hexarthra_intermedia"
"254" 72 "JX216696.1_Lecane_hamata_voucher_ECOCHZ_AG0590_cytochrome_oxidase_subunit_1_COI_gene_partial_cds_mitochondrial"
"255" 73 "AGROT712_11|Lecane_ludwigii_f._ohioensis|COI_5P|JX216710"
"256" 74 "GBSP15186_19|Polyarthra_vulgaris|COI_5P|KJ460380"
"257" 75 "GBSP9994_13|Polyarthra_dolichoptera|COI_5P|KC618896"
"258" 76 "GBSP10209_16|Polyarthra_dolichoptera|COI_5P|KJ460407"
"259" 77 "GBSP15661_19|Polyarthra_sp._WM_2017a|COI_5P|LC215558"
"260" 78 "GBSP15566_19|Trichocerca_similis|COI_5P|KY749503"
"261" 79 "GBSP15685_19|Trichocerca_sp._WM_2017f|COI_5P|LC215612"
"262" 80 "NZPLR196_12|Trichocerca_similis"
"263" 81 "NZPLR219_13|Squatinella_mutica"
"264" 82 "AGROT837_11|Trichocerca_stylata|COI_5P|JX216825"
"265" 83 "MZ438200.1_Brachionus_budapestinensis_isolate_Bbud_SB_cytochrome_c_oxidase_subunit_I_COX1_gene_partial_cds_mitochondrial"
"266" 84 "CTM001_10|Platyias_quadricornis1|COI_5P|HQ944301"
"267" 85 "AGROT512_11|Platyias_quadricornis|COI_5P|JX216800"
"268" 86 "GBMIN140182_18|Brachionus_quadridentatus|COI_5P|KY749408"
"269" 87 "GBSP10915_19|Brachionus_quadridentatus|COI_5P|KU720083"
"270" 88 "AGROT606_11|Brachionus_calyciflorus|COI_5P|JX216516"
"271" 89 "GBMAA1950_15|Brachionus_calyciflorus|COI_5P|KC495144"
"272" 90 "GBMIN139609_18|Brachionus_calyciflorus|COI_5P|KX495817"
"273" 91 "GBSP15483_19|Brachionus_angularis|COI_5P|KY749380"
"274" 92 "GBMAA1973_15|Brachionus_angularis|COI_5P|KM051944"
"275" 93 "AGROT516_11|Brachionus_angularis|COI_5P|JX216504"
"276" 94 "NZPLR114_11|Trichocerca_tenuior"
"277" 95 "NZPLR255_13|Trichocerca_sp."
"278" 96 "NZPLR002_10|Trichocerca_"
"279" 97 "NZPLR372_14|Colurella_uncinata"
"280" 98 "AGROT766_11|Lepadella_cf._ovalis|COI_5P|JX216761"
"281" 99 "NZPLR190_12|Lepadella_cf._ovalis"
"282" 100 "NZPL911_17|Polyarthra_dolichoptera"
"283" 101 "GBMAA513_14|Polyarthra_dolichoptera|COI_5P|KJ460388"
"284" 102 "NZPLR230_13|Euchlanis_meneta"
"285" 103 "NZPL870_17|Lecane_lunaris"
"286" 104 "NZPL869_17|Lecane_lunaris"
"287" 105 "AGROT491_11|Lecane_lunaris|COI_5P|JX216723"
"288" 106 "NZPLR192_12|Lecane_lunaris"
"289" 107 "NZPL561_12|Lecane_lunaris"
"290" 108 "AGROT845_11|Lecane_lunaris_AEG1|COI_5P|JX216731"
"291" 109 "GBSP15391_19|Keratella_cochlearis|COI_5P|KT986484"
"292" 110 "GBMIN140349_18|Keratella_sp._WM_2017a|COI_5P|LC215529"
"293" 111 "NZPLR004_10|Keratella_cochlearis"
"294" 112 "NZPLR373_14|Keratella_tropica"
"295" 113 "NZPLR246_13|Keratella_tropica"
"296" 114 "GBSP15657_19|Keratella_sp._WM_2017d|COI_5P|LC215543"
"297" 115 "GBSP15542_19|Keratella_tropica|COI_5P|KY749476"
"298" 116 "GBSP15536_19|Keratella_tropica|COI_5P|KY749470"
"299" 117 "AGROT524_11|Keratella_tropica|COI_5P|JX216641"
"300" 118 "AGROT751_11|Lecane_bulla1|COI_5P|JX216646"
"301" 119 "CTM062_10|Lecane_bulla|COI_5P|HQ944349"
"302" 120 "CTM061_10|Lecane_bulla_AEG9|COI_5P|HQ944348"
"303" 121 "AGROT517_11|Lecane_bulla3|COI_5P|JX216653"
"304" 122 "AGROT551_11|Lecane_bulla4|COI_5P|JX216658"
"305" 123 "AGROT412_10|Lecane_bulla2|COI_5P|JX216651"
"306" 124 "GBSP15070_19|Lecane_bulla|COI_5P|EU188932"
"307" 125 "GBSP7568_13|Lecane_bulla|COI_5P|HQ444174"
"308" 126 "AGROT844_11|Lecane_bulla5|COI_5P|JX216662"
"309" 127 "GBSP15071_19|Lecane_bulla|COI_5P|EU188927"
"310" 128 "AGROT404_10|Lecane_bulla_AEG10|COI_5P|JX216664"
"311" 129 "NZPLR234_13|Notommata_pseudocerberus"
"312" 130 "NZPLR107_11|Synchaeta_sp."
"313" 131 "NZPLR005_10|Synchaeta_oblonga"
"314" 132 "NZPLR247_13|Synchaeta_grimpii"
"315" 133 "MK905787.1_Synchaeta_hutchingsi_isolate_030817_WHV_I1_cytochrome_c_oxidase_I_COI_gene_partial_cds_mitochondrial"
"316" 134 "NZPLR208_12|Synchaeta_pectinata"
"317" 135 "NZPLR210_12|Synchaeta_pectinata"
"318" 136 "GBMIN140495_18|Synchaeta_pectinata|COI_5P|KP875653"
"319" 137 "GBMIN140524_18|Trichocerca_sp._WM_2017b|COI_5P|LC215605"
"320" 138 "NZPLR258_13|Trichotria_tetractis"
"321" 139 "AGROT621_11|Trichocerca_cf._capucina|COI_5P|JX216815"
"322" 140 "AGROT486_11|Lecane_closterocerca|COI_5P|JX216672"
"323" 141 "GBSP15593_19|Lecane_closterocerca|COI_5P|KY749535"
"324" 142 "NZPLR253_13|Lecane_closterocerca"
"325" 143 "JX216719.1_Lecane_luna_voucher_ECOCHZ_AG0877_cytochrome_oxidase_subunit_1_COI_gene_partial_cds_mitochondrial"
"326" 144 "GBSP15633_19|Asplanchna_sp._WM_2017b|COI_5P|LC215492"
"327" 145 "GBMIN139567_18|Asplanchna_sp._WM_2017b|COI_5P|LC215491"
"328" 146 "GBSP15598_19|Asplanchna_brightwellii|COI_5P|KY749540"
"329" 147 "GBSP15674_19|Filinia_sp._WM_2017a|COI_5P|LC215595"
"330" 148 "GBSP15675_19|Filinia_sp._WM_2017b|COI_5P|LC215596"
"331" 149 "GBSP15547_19|Filinia_longiseta|COI_5P|KY749484"
"332" 150 "NZPL542_12|Cupelopagis_vorax"
"333" 151 "Collotheca_campanulata_DQ297766"
"334" 152 "NZPLR236_13|Collotheca_sp."
"335" 153 "GBSP15524_19|Hexarthra_mira|COI_5P|KY749458"
